,Index_Data,Prediction
135,1374,5680.1553
136,1378,9797.183
137,1379,3595.3882
138,1384,10318.843
139,1394,4540.792
140,1398,2614.6987
141,1399,4574.47
142,1403,7091.256
143,1409,10516.813
144,1424,3965.5332
145,1430,5872.352
146,1432,4539.8193
147,1448,6116.96
148,1451,10900.99
149,1452,8191.082
150,1467,0.0
151,1470,5096.5127
152,1481,9696.504
153,1523,2864.8044
154,1527,4960.285
155,1546,4540.045
156,1547,13117.189
157,1567,3975.7822
158,1592,9774.495
159,1597,11937.979
160,1601,0.0
161,1603,12184.694
162,1640,5175.6753
163,1646,0.0
164,1651,0.0
165,1652,11278.467
166,1670,0.0
167,1677,0.0
168,1691,6281.0293
169,1704,1865.3564
170,1707,12609.346
171,1718,5166.4434
172,1721,5250.149
173,1733,0.0
174,1737,8524.912
175,1748,4925.84
176,1776,5298.1074
177,1804,6694.4326
178,1821,8543.653
179,1839,3815.8286
180,1845,7562.242
181,1853,4915.9937
182,1888,4461.704
183,1895,5657.1665
184,1899,7942.235
185,1923,3075.0256
186,1934,10031.792
187,1937,10223.919
188,1940,5062.6523
189,1953,0.0
190,1968,2621.7727
191,1975,0.0
192,1981,5952.008
193,1984,5745.5137
194,1997,10691.5
195,2024,9623.249
196,2032,8391.744
197,2036,13724.96
198,2051,3197.0754
199,2061,0.0
200,2082,5644.088
201,2093,0.0
202,2096,6612.338
203,2107,5890.445
204,2115,5066.334
205,2117,3466.7827
206,2137,2649.5107
207,2156,7998.2583
208,2160,0.0
209,2186,9361.156
210,2188,7471.4155
211,2204,7854.8516
212,2217,5907.341
213,2224,4948.627
214,2228,9474.058
215,2233,13240.066
216,2246,2899.073
217,2254,14104.813
218,2275,7780.272
219,2281,6627.3237
220,2287,8684.898
221,2300,8182.832
222,2305,9568.465
223,2306,5114.4453
224,2313,3853.107
225,2315,5511.335
226,2320,3666.4434
227,2322,5122.043
228,2324,4241.851
229,2328,9703.211
230,2335,6215.3257
231,2340,2972.66
232,2352,0.0
233,2381,6517.361
234,2383,5221.5015
235,2408,3574.726
236,2422,5781.741
237,2424,3628.3184
238,2425,0.0
239,2428,3466.4277
240,2435,4990.102
241,2456,7126.7153
242,2471,0.0
243,2474,4902.5674
244,2493,4809.5586
245,2495,7124.176
246,2501,0.0
247,2511,2457.3408
248,2519,2898.3083
249,2522,9122.983
250,2526,5373.0835
251,2527,11359.168
252,2539,7063.3643
253,2550,6412.5293
254,2562,0.0
255,2572,8239.849
256,2573,6517.366
257,2576,9924.328
258,2579,4637.6025
259,2580,4848.308
260,2594,5411.248
261,2600,9735.655
262,2602,10267.236
263,2621,0.0
264,2641,0.0
265,2651,6997.1953
266,2669,6528.509
267,2686,11130.61
268,2694,5502.907
269,2699,4224.9385
270,2700,5717.903
271,2747,8377.865
272,2759,7887.881
273,2763,7672.312
274,2794,0.0
275,2797,0.0
276,2812,12619.87
277,2815,6684.6147
278,2824,0.0
279,2829,6477.1416
280,2830,10228.627
281,2852,6107.9214
282,2855,9717.732
283,2858,0.0
284,2870,9824.41
285,2881,6524.669
286,2884,4227.852
287,2887,5755.2827
288,2890,9575.177
289,2897,15950.693
290,2909,3649.044
291,2917,9786.774
292,2929,3673.62
293,2937,7549.4517
294,2962,6709.2114
295,2985,7829.0376
296,2997,7675.1694
297,3007,4200.4253
298,3015,7367.2085
299,3020,3423.9072
300,3030,6278.268
301,3035,6401.6104
302,3048,6710.586
303,3075,7905.55
304,3079,6504.4546
305,3087,4441.354
306,3091,9714.665
307,3103,8101.985
308,3107,11295.916
309,3120,0.0
310,3126,10516.86
311,3127,12512.596
312,3131,6660.61
313,3142,7466.1304
314,3143,0.0
315,3146,5592.567
316,3157,7677.4546
317,3162,7058.707
318,3165,8983.94
319,3168,0.0
320,3170,0.0
321,3172,8309.799
322,3175,5770.928
323,3179,5832.2275
324,3188,8129.762
325,3194,0.0
326,3200,5444.306
327,3209,4387.45
328,3231,11045.326
329,3235,3488.8105
330,3238,7576.9097
331,3276,10641.775
332,3283,0.0
333,3286,5424.993
334,3306,0.0
335,3328,10877.326
336,3340,8227.495
337,3347,0.0
338,3351,5617.56
339,3357,7286.542
340,3364,4525.6885
341,3374,6713.569
342,3402,10123.224
343,3407,0.0
344,3420,7478.911
345,3434,6072.615
346,3436,4554.02
347,3442,8115.269
348,3448,5406.2285
349,3456,4326.2993
350,3467,5122.8022
351,3473,4368.4727
352,3486,6858.728
353,3496,3706.7903
354,3509,5895.081
355,3517,6076.707
356,3519,9477.625
357,3521,4379.4736
358,3534,2024.9929
359,3539,3283.4531
360,3551,10056.415
361,3556,3813.2642
362,3559,9928.557
363,3573,6674.609
364,3600,6469.869
365,3602,1977.5721
366,3617,4766.3584
367,3635,8330.205
368,3641,7325.091
369,3648,8717.78
370,3676,0.0
371,3694,0.0
372,3707,7254.7373
373,3708,4344.017
374,3716,10664.623
375,3734,0.0
376,3738,8905.216
377,3744,8245.75
378,3746,8620.369
379,3749,12735.935
380,3777,4187.1904
381,3794,9788.978
382,3804,4099.9785
383,3813,22567.955
384,3828,6365.5205
385,3840,9376.959
386,3843,5768.671
387,3844,0.0
388,3856,7490.3467
389,3864,5926.647
390,3865,4782.518
391,3891,5382.874
392,3893,5935.596
393,3896,4886.228
394,3910,5477.292
395,3920,6349.0703
396,3922,6277.2505
397,3929,0.0
398,3931,0.0
399,3932,3002.6733
400,3941,3964.0134
401,3946,3739.179
402,3966,3626.7568
403,3975,9042.048
404,3977,0.0
405,3986,4027.218
406,3989,23946.137
407,3993,6092.7114
408,3996,4104.2114
409,4016,27598.867
410,4020,6707.5728
411,4023,0.0
412,4031,7753.2197
413,4040,8707.259
414,4041,0.0
415,4042,0.0
416,4052,5074.414
417,4067,0.0
418,4071,8749.82
419,4104,6461.15
420,4110,2483.5183
421,4122,8995.389
422,4127,7911.95
423,4129,6944.1245
424,4130,0.0
425,4162,3962.2512
426,4180,4129.2324
427,4181,7199.791
428,4190,4179.579
429,4195,0.0
430,4196,4080.9558
431,4215,3579.2236
432,4233,0.0
433,4236,0.0
434,4240,4632.7266
435,4258,3897.0676
436,4264,5401.6855
437,4268,9571.858
438,4269,7720.058
439,4286,6530.5264
440,4300,9523.801
441,4303,0.0
442,4320,12031.142
443,4323,8225.512
444,4327,13855.958
445,4339,4383.2236
446,4354,6229.626
447,4366,3899.779
448,4371,5601.2334
449,4388,7647.412
450,4422,6366.9575
451,4433,0.0
452,4434,7043.5728
453,4436,11224.425
454,4452,11551.554
455,4474,4755.9453
456,4482,3715.9333
457,4495,0.0
458,4521,7366.943
459,4552,3279.5105
460,4555,9490.859
461,4556,6095.3267
462,4560,7800.1553
463,4577,6744.5366
464,4586,3759.712
465,4589,5442.771
466,4618,0.0
467,4620,6447.6323
468,4642,5987.429
469,4654,6762.109
470,4674,11711.323
471,4684,3508.9229
472,4710,8322.424
473,4711,5819.0996
474,4717,5910.3896
475,4736,4115.3916
476,4745,6718.3257
477,4747,7003.018
478,4767,5731.0205
479,4774,8264.914
480,4790,4809.8696
481,4792,8253.745
482,4796,9034.914
483,4799,10595.213
484,4819,6313.761
485,4828,8233.586
486,4840,4584.375
487,4844,8055.852
488,4851,4216.961
489,4870,0.0
490,4878,0.0
491,4894,3651.4692
492,4898,0.0
493,4919,8905.803
494,4923,0.0
495,4924,0.0
496,4933,3995.6333
497,4977,8437.647
498,4987,9638.833
499,4994,6835.8228
500,5005,5095.838
501,5007,6076.4634
502,5009,4601.42
503,5016,6608.402
504,5031,0.0
505,5032,5741.933
506,5049,9353.306
507,5052,12165.471
508,5053,6122.5864
509,5087,5136.4746
510,5101,10875.21
511,5132,0.0
512,5171,6449.97
513,5178,3771.702
514,5189,13807.455
515,5196,3456.855
516,5205,4662.401
517,5210,10077.913
518,5211,9442.128
519,5234,2636.0308
520,5238,9145.904
521,5242,8426.292
522,5253,5298.844
523,5262,3605.293
524,5318,6892.822
525,5327,0.0
526,5334,7490.475
527,5366,4578.167
528,5384,5541.8105
529,5395,0.0
530,5397,3612.3894
531,5399,8020.41
532,5419,7827.7246
533,5431,6212.141
534,5432,7318.231
535,5435,7060.1606
536,5437,5248.2705
537,5481,3940.719
538,5482,11813.748
539,5485,7579.847
540,5497,4990.983
541,5502,7120.964
542,5513,7167.819
543,5517,4689.2163
544,5533,5615.1577
545,5535,2148.321
546,5539,4528.074
547,5561,0.0
548,5574,10563.1045
549,5588,0.0
550,5593,8817.3
551,5607,3493.9602
552,5647,8904.106
553,5662,14808.228
554,5669,3613.1228
555,5692,5416.8193
556,5713,8725.898
557,5720,6785.466
558,5726,4589.301
559,5735,7621.3564
560,5758,4161.339
561,5765,3434.7375
562,5793,10736.595
563,5798,2242.2864
564,5822,10616.417
565,5824,6697.7563
566,5826,7719.257
567,5829,8918.58
568,5831,0.0
569,5835,6405.2827
570,5853,4576.872
571,5875,2958.8347
572,5879,10168.162
573,5883,5867.837
574,5890,5300.1187
575,5914,7463.9595
576,5921,5932.7227
577,5922,4464.94
578,5935,4207.4844
579,5944,6165.565
580,5950,0.0
581,5977,6727.701
582,5987,0.0
583,5988,11897.342
584,5994,7956.725
585,6009,4066.2024
586,6019,12671.6
587,6045,8535.643
588,6056,7036.1523
589,6073,6318.351
590,6088,4476.8604
591,6094,8479.589
592,6104,16212.704
593,6118,0.0
594,6125,9396.222
595,6155,0.0
596,6166,3809.7195
597,6171,4355.1094
598,6172,8077.622
599,6174,0.0
600,6185,6064.1606
601,6191,5202.162
602,6196,8295.109
603,6218,12037.566
604,6221,8784.685
605,6226,0.0
606,6232,0.0
607,6233,4961.8228
608,6248,11191.506
609,6253,3696.7947
610,6273,3999.3518
611,6280,2218.4944
612,6287,6017.5938
613,6290,0.0
614,6299,0.0
615,6315,10562.811
616,6323,6187.3633
617,6331,0.0
618,6333,4519.4023
619,6334,5537.048
620,6369,2504.9731
621,6376,0.0
622,6382,8470.99
623,6383,5867.281
624,6407,9520.381
625,6408,7400.1616
626,6412,0.0
627,6419,5898.9487
628,6428,4032.8345
629,6434,7342.657
630,6448,10136.4
631,6451,4772.7954
632,6458,9700.272
633,6470,6720.0215
634,6472,0.0
635,6480,4465.4214
636,6482,4249.761
637,6486,7891.393
638,6503,0.0
639,6507,5166.1094
640,6527,4104.5356
641,6529,5965.915
642,6540,6973.9272
643,6550,9629.896
644,6552,4531.7744
645,6553,8030.65
646,6555,4158.3223
647,6588,16017.235
648,6607,8199.605
649,6612,2690.5374
650,6634,6089.26
651,6652,2553.966
652,6655,8683.723
653,6661,0.0
654,6681,6507.243
655,6691,6858.251
656,6707,4079.5044
657,6710,8226.736
658,6714,3027.6619
659,6720,4029.4128
660,6726,0.0
661,6731,14512.153
662,6740,0.0
663,6749,0.0
664,6768,11258.239
665,6775,0.0
666,6778,5708.002
667,6791,6097.9175
668,6829,10300.031
669,6842,0.0
670,6849,4187.5713
671,6858,6805.8267
672,6863,4915.817
673,6890,5031.3774
674,6918,6057.863
675,6920,2068.2537
676,6923,7058.5137
677,6932,0.0
678,6933,0.0
679,6946,5227.923
680,6947,2705.0776
681,6973,0.0
682,6992,6117.2217
683,7005,8085.769
684,7007,4180.3013
685,7027,12859.064
686,7035,6622.4165
687,7055,4411.809
688,7056,3471.1428
689,7095,10828.25
690,7112,0.0
691,7113,5475.0737
692,7119,0.0
693,7122,0.0
694,7126,5151.031
695,7127,2434.4321
696,7138,29384.834
697,7139,13932.89
698,7162,8780.211
699,7166,8399.673
700,7169,7585.4287
701,7181,4630.082
702,7190,10830.544
703,7199,0.0
704,7200,4998.152
705,7232,7321.7876
706,7259,9687.17
707,7263,6690.124
708,7266,4878.6577
709,7267,6605.213
710,7299,6562.9355
711,7301,5915.116
712,7302,5298.125
713,7307,9542.744
714,7309,7768.6436
715,7323,9953.782
716,7325,9280.444
717,7330,0.0
718,7334,6844.3105
719,7338,0.0
720,7342,6531.2207
721,7349,0.0
722,7362,9419.607
723,7363,0.0
724,7394,0.0
725,7399,16496.62
726,7420,6694.4814
727,7428,5623.2705
728,7434,5239.2026
729,7450,8283.611
730,7451,8426.004
731,7455,0.0
732,7492,6013.273
733,7507,22087.592
734,7518,2878.9424
735,7521,5521.6455
736,7526,6389.0166
737,7557,10640.6045
738,7560,10423.071
739,7570,0.0
740,7573,6304.4165
741,7576,5034.0176
742,7594,14747.258
743,7601,6544.9507
744,7634,8753.643
745,7668,4372.202
746,7670,0.0
747,7682,7361.6147
748,7693,0.0
749,7696,0.0
750,7711,7588.425
751,7713,11744.076
752,7719,8114.239
753,7720,9387.908
754,7732,13817.084
755,7734,6056.227
756,7742,6065.596
757,7753,4701.7983
758,7779,11098.765
759,7793,11896.403
760,7797,7919.841
761,7812,3070.0784
762,7824,16117.878
763,7835,3309.3481
764,7855,8057.01
765,7862,9136.748
766,7884,11982.695
767,7894,0.0
768,7904,2063.6086
769,7913,7471.291
770,7920,8501.584
771,7930,0.0
772,7936,4704.4297
773,7958,4209.626
774,7963,0.0
775,7973,0.0
776,7979,6957.8306
777,7984,0.0
778,7986,3726.7288
779,7987,6304.116
780,8006,6188.455
781,8015,6660.7285
782,8017,7538.897
783,8031,0.0
784,8037,3086.5154
785,8064,6386.767
786,8073,5260.2505
787,8083,3454.8826
788,8090,2162.1887
789,8094,8149.8154
790,8113,4299.644
791,8114,4287.1543
792,8119,0.0
793,8123,3892.638
794,8158,0.0
795,8161,7349.259
796,8167,4135.3706
797,8181,6675.7363
798,8195,4801.617
799,8207,6426.483
800,8215,8857.133
801,8223,6117.503
802,8252,9301.836
803,8255,0.0
804,8287,4119.6543
805,8309,5872.4355
806,8312,8755.251
807,8319,4723.048
808,8327,7013.467
809,8353,0.0
810,8365,0.0
811,8378,4993.628
812,8385,3854.6484
813,8387,10147.043
814,8400,3271.028
815,8402,5686.1562
816,8403,7306.417
817,8430,0.0
818,8438,5441.724
819,8439,10127.771
820,8464,4304.6997
821,8483,0.0
822,8503,6477.5947
823,8504,8819.894
824,8517,4711.8916
825,8522,11845.985
826,8525,6035.211
827,8544,11676.996
828,8557,8646.445
829,8570,6574.3833
830,8583,4842.6074
831,8590,4952.149
832,8592,4578.417
833,8609,5248.607
834,8613,9364.297
835,8621,6037.9688
836,8626,4621.939
837,8627,5472.2183
838,8637,2112.4087
839,8643,11692.497
840,8654,7805.421
841,8668,5463.179
842,8713,6249.526
843,8729,6025.849
844,8732,6685.706
845,8748,3860.1147
846,8758,5649.831
847,8764,5564.001
848,8765,0.0
849,8772,5248.1035
850,8776,20165.068
851,8783,5804.562
852,8797,0.0
853,8805,12994.232
854,8817,3650.9722
855,8820,6799.603
856,8838,9958.584
857,8869,4062.3496
858,8871,7919.896
859,8879,9037.881
860,8888,3398.3816
861,8897,8316.843
862,8905,0.0
863,8907,6788.467
864,8910,17983.79
865,8944,4713.2305
866,8953,3773.1633
867,8989,5399.6523
868,8990,4179.841
869,8994,5405.345
870,9020,7125.06
871,9023,4459.652
872,9024,2823.088
873,9047,7398.3965
874,9050,10403.193
875,9055,7861.331
876,9064,10810.323
877,9065,0.0
878,9084,7214.1973
879,9089,13790.02
880,9103,6060.642
881,9111,7100.866
882,9112,17595.28
883,9144,4511.0703
884,9145,5472.349
885,9147,12718.667
886,9169,0.0
887,9184,0.0
888,9190,4543.332
889,9199,8745.177
890,9201,6599.7207
891,9207,6162.285
892,9220,8080.709
893,9236,8578.03
894,9246,0.0
895,9252,8854.943
896,9286,5227.9233
897,9316,3787.8215
898,9319,2151.2874
899,9325,8060.124
900,9341,6672.3467
901,9343,0.0
902,9348,8576.923
903,9383,12665.105
904,9395,11384.9
905,9403,0.0
906,9408,15662.326
907,9410,7757.0938
908,9416,0.0
909,9423,5520.96
910,9444,0.0
911,9476,6217.1704
912,9482,4426.734
913,9489,11490.243
914,9506,4495.619
915,9512,5417.4814
916,9522,8432.265
917,9566,6311.995
918,9577,0.0
919,9580,3699.75
920,9592,4027.0266
921,9601,9707.717
922,9607,11261.298
923,9619,12266.092
924,9627,12292.609
925,9628,9211.335
926,9638,4236.2896
927,9641,5419.1055
928,9652,8048.766
929,9653,4349.9067
930,9658,7547.8687
931,9682,0.0
932,9694,7314.296
933,9702,0.0
934,9705,5597.432
935,9727,0.0
936,9740,4604.9526
937,9750,9591.668
938,9756,0.0
939,9767,12781.009
940,9784,6493.454
941,9785,4366.781
942,9787,4965.5645
943,9791,5106.8413
944,9802,10139.331
945,9809,7650.471
946,9810,0.0
947,9811,6040.7974
948,9824,4490.3516
949,9826,5592.2026
950,9835,8976.732
951,9857,10369.569
952,9859,5562.3706
953,9881,6841.3667
954,9886,4544.478
955,9897,5646.9766
956,9909,7581.8867
957,9910,5183.0293
958,9920,0.0
959,9931,5694.7915
960,9937,7280.0337
961,9939,6759.919
962,9940,4450.1646
963,9947,0.0
964,9949,6503.8066
965,9972,7292.5493
966,9985,8704.78
967,9991,6608.8774
968,10006,4550.282
969,10016,7638.313
970,10031,0.0
971,10039,5376.487
972,10046,10043.148
973,10048,3589.0405
974,10049,0.0
975,10052,4047.1184
976,10064,0.0
977,10075,5490.319
978,10105,8780.35
979,10113,4472.3945
980,10118,4669.115
981,10135,6087.267
982,10145,0.0
983,10147,8469.807
984,10151,6421.4565
985,10153,4067.8352
986,10167,3157.9475
987,10177,5002.886
988,10208,5953.7754
989,10268,5804.6235
990,10296,1746.597
991,10309,2160.8477
992,10316,0.0
993,10317,0.0
994,10344,4940.2393
995,10349,5080.7744
996,10351,9346.396
997,10353,8199.726
998,10363,2291.1802
999,10369,11657.356
1000,10373,7565.1655
1001,10378,6229.668
1002,10388,7471.5054
1003,10391,10574.261
1004,10392,0.0
1005,10393,3677.3467
1006,10402,0.0
1007,10438,10979.175
1008,10440,17220.35
1009,10442,9062.452
1010,10463,0.0
1011,10465,7082.623
1012,10502,8361.459
1013,10513,5262.8643
1014,10526,2653.4543
1015,10534,5098.816
1016,10552,0.0
1017,10560,6630.069
1018,10568,11455.13
1019,10571,6981.1465
1020,10572,0.0
1021,10574,0.0
1022,10577,4599.193
1023,10594,6801.5605
1024,10603,3451.591
1025,10618,2683.4792
1026,10625,5503.7827
1027,10635,5800.455
1028,10641,14641.009
1029,10642,5401.907
1030,10644,9423.832
1031,10653,7948.636
1032,10657,5957.896
1033,10658,4051.1067
1034,10667,6313.592
1035,10677,4013.7979
1036,10687,5448.1597
1037,10700,14856.413
1038,10703,7102.6743
1039,10713,5189.6562
1040,10720,5587.1465
1041,10732,0.0
1042,10737,0.0
1043,10744,5646.501
1044,10761,8192.546
1045,10770,6262.8223
1046,10776,4295.1343
1047,10778,9738.573
1048,10779,0.0
1049,10810,4271.756
1050,10811,2288.8643
1051,10812,7158.976
1052,10831,2873.7483
1053,10832,3912.7502
1054,10835,9314.737
1055,10837,0.0
1056,10848,8306.057
1057,10851,3021.9683
1058,10871,5465.7666
1059,10872,10172.173
1060,10876,7660.185
1061,10879,2941.4436
1062,10887,0.0
1063,10890,6978.874
1064,10892,5523.009
1065,10899,0.0
1066,10917,2972.516
1067,10922,0.0
1068,10931,0.0
1069,10937,6291.5693
1070,10940,7873.8936
1071,10948,9982.411
1072,10953,7273.9404
1073,10977,5286.373
1074,10981,5548.0234
1075,10988,5154.685
1076,11012,11075.47
1077,11016,10123.618
1078,11022,6490.7065
1079,11037,8051.1123
1080,11050,8852.131
1081,11059,7776.7925
1082,11061,4792.5327
1083,11066,6710.013
1084,11078,12945.083
1085,11081,11770.242
1086,11084,9084.313
1087,11085,6599.244
1088,11089,2401.071
1089,11090,4966.5015
1090,11092,6098.9326
1091,11094,4798.8184
1092,11124,5329.1055
1093,11133,7715.5483
1094,11141,8854.366
1095,11171,4445.1035
1096,11195,10028.285
1097,11196,5614.343
1098,11218,0.0
1099,11239,0.0
1100,11242,0.0
1101,11248,5463.4614
1102,11256,6833.6807
1103,11258,7311.902
1104,11283,6870.632
1105,11287,6768.9224
1106,11308,8435.537
1107,11315,0.0
1108,11316,8363.385
1109,11351,0.0
1110,11381,5739.6377
1111,11407,4477.286
1112,11411,0.0
1113,11415,0.0
1114,11418,0.0
1115,11440,8183.0205
1116,11443,7461.2656
1117,11464,4524.6055
1118,11485,4164.0195
1119,11491,8580.454
1120,11501,9698.175
1121,11510,6710.9414
1122,11520,4102.58
1123,11542,3292.5515
1124,11550,10055.134
1125,11553,10930.646
1126,11554,3919.317
1127,11578,0.0
1128,11587,12807.797
1129,11594,4365.959
1130,11624,15055.014
1131,11628,3542.9146
1132,11641,4371.1772
1133,11645,5162.149
1134,11649,0.0
1135,11650,4377.7603
1136,11660,0.0
1137,11671,0.0
1138,11673,14793.293
1139,11678,8283.93
1140,11722,3694.5745
1141,11724,6545.627
1142,11727,10320.753
1143,11728,4179.858
1144,11729,6398.078
1145,11741,4654.571
1146,11765,11140.412
1147,11770,6484.491
1148,11774,3782.0686
1149,11781,10491.492
1150,11788,3243.7434
1151,11805,4249.4707
1152,11813,6478.5493
1153,11838,14539.033
1154,11845,6929.287
1155,11863,7857.6763
1156,11874,6661.933
1157,11878,3847.909
1158,11899,4014.7097
1159,11905,8529.984
1160,11925,0.0
1161,11949,3663.149
1162,11955,6562.637
1163,11961,8102.2495
1164,11965,0.0
1165,11999,3506.7012
1166,12007,5490.093
1167,12031,19439.715
1168,12034,5214.756
1169,12060,3765.7432
1170,12069,7065.4756
1171,12071,7665.626
1172,12075,0.0
1173,12081,4671.818
1174,12084,6390.1914
1175,12089,0.0
1176,12093,7168.09
1177,12104,2099.9492
1178,12107,2648.404
1179,12114,6777.0293
1180,12122,5102.9116
1181,12124,13191.479
1182,12135,7968.068
1183,12160,4018.861
1184,12185,8907.638
1185,12199,5721.731
1186,12202,7559.078
1187,12210,7413.94
1188,12219,4725.5625
1189,12225,0.0
1190,12226,3904.88
1191,12238,8030.737
1192,12243,3602.2817
1193,12263,5984.8066
1194,12264,10415.452
1195,12272,6064.1875
1196,12275,2978.6965
1197,12281,5234.9946
1198,12285,4790.0986
1199,12291,3452.4126
1200,12301,5989.407
1201,12305,4669.5947
1202,12306,7346.474
1203,12312,5808.462
1204,12313,7845.9854
1205,12325,7694.426
1206,12332,6203.9683
1207,12338,3692.2744
1208,12340,9380.164
1209,12346,0.0
1210,12352,7889.4775
1211,12358,10318.98
1212,12374,11256.45
1213,12413,0.0
1214,12414,5144.5083
1215,12417,6944.3574
1216,12426,4908.5034
1217,12438,0.0
1218,12443,0.0
1219,12448,5401.7573
1220,12455,4885.6763
1221,12464,6358.4253
1222,12484,10801.938
1223,12489,5060.593
1224,12490,0.0
1225,12491,7941.402
1226,12496,5096.897
1227,12501,7615.167
1228,12507,7630.4653
1229,12508,0.0
1230,12516,9441.351
1231,12528,4373.533
1232,12532,4507.4097
1233,12540,6844.98
1234,12546,8021.211
1235,12549,9488.181
1236,12553,4983.1587
1237,12555,0.0
1238,12583,8841.476
1239,12586,5387.582
1240,12606,5187.241
1241,12612,0.0
1242,12622,6060.377
1243,12625,11562.811
1244,12637,0.0
1245,12676,0.0
1246,12703,13203.502
1247,12751,6372.206
1248,12756,5864.624
1249,12775,5285.4937
1250,12785,0.0
1251,12797,4196.393
1252,12800,0.0
1253,12810,3463.8384
1254,12811,4979.209
1255,12814,4510.992
1256,12846,5274.5205
1257,12849,3268.0613
1258,12854,4792.5884
1259,12869,10222.356
1260,12879,6349.6304
1261,12885,11430.003
1262,12890,7413.805
1263,12892,0.0
1264,12897,4459.9795
1265,12901,7568.1763
1266,12904,6456.915
1267,12928,4670.1074
1268,12954,6498.785
1269,12963,5411.4326
1270,12964,7671.4463
1271,12979,0.0
1272,12994,5295.2407
1273,12999,4477.3745
1274,13003,3705.97
1275,13021,0.0
1276,13038,5633.77
1277,13042,0.0
1278,13046,6708.0713
1279,13091,6214.7295
1280,13103,9514.068
1281,13108,16621.842
1282,13110,5302.8936
1283,13117,25959.447
1284,13133,0.0
1285,13141,14517.929
1286,13149,6587.253
1287,13168,11541.422
1288,13188,7589.6787
1289,13193,2622.5562
1290,13197,9246.116
1291,13201,4083.6465
1292,13233,3938.5227
1293,13240,8914.741
1294,13253,0.0
1295,13258,5691.3647
1296,13265,6617.906
1297,13271,0.0
1298,13280,2997.9783
1299,13291,13328.146
1300,13292,5901.215
1301,13294,10909.478
1302,13309,0.0
1303,13346,2493.864
1304,13353,13450.72
1305,13358,0.0
1306,13374,6251.684
1307,13386,4427.0376
1308,13414,3828.5288
1309,13422,0.0
1310,13431,5910.3
1311,13452,0.0
1312,13454,5667.1777
1313,13458,3135.4316
1314,13485,9466.239
1315,13486,10380.069
1316,13517,6746.745
1317,13520,0.0
1318,13521,13118.6455
1319,13524,0.0
1320,13535,10921.45
1321,13536,9167.615
1322,13541,10556.991
1323,13542,3655.4602
1324,13544,0.0
1325,13564,0.0
1326,13569,4854.751
1327,13604,6582.0654
1328,13614,0.0
1329,13624,0.0
1330,13629,9360.5
1331,13638,10627.462
1332,13642,4116.828
1333,13664,0.0
1334,13671,8301.37
1335,13686,6489.2183
1336,13687,0.0
1337,13691,4678.9595
1338,13699,0.0
1339,13702,10132.265
1340,13708,0.0
1341,13713,5602.1836
1342,13738,6418.9473
1343,13743,6922.778
1344,13777,8361.303
1345,13785,5723.7744
1346,13790,3714.284
1347,13812,5928.2466
1348,13827,4272.81
1349,13832,5049.7144
